TITULO EVENTO;FECHA;LUGAR;URL EVENTO;FUENTE
Exiliadxs;07/06/2026;Teatro Real Carlos III de Aranjuez;https://teatroaranjuez.es/cartelera/exiliadxs/;https://teatroaranjuez.es/cartelera/
Eliades Ochoa;07/06/2026;Sala La Riviera;https://www.notikumi.com/channel/guajiro-music-s-l/2026/6/7/eliades-ochoa-en-madrid?_gl=1*1s1ttgc*_gcl_au*ODY1OTMyMzkyLjE3NjU4OTk1MjQ.;https://salariviera.com/conciertossalariviera/
UPM. Concierto Fin de Curso;07/06/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/upm-concierto-fin-de-curso-3;https://auditorionacional.inaem.gob.es/es/programacion
El amor - Darío Z;08/06/2026;Teatro Gran Vía;https://gruposmedia.com/cartelera/el-amor-dario-z/;https://gruposmedia.com/teatro-gran-via/
Kevin Johansen + Liniers – Íntimos en el Berlín;08/06/2026;Café Berlín;https://berlincafe.es/programa/kevin-johansen-liniers-intimos-en-el-berlin-2/;https://berlincafe.es/programas/
Valerio Lundini - Il mansplaining spiegato a mia figlia;09/06/2026;Teatro Fígaro;https://gruposmedia.com/cartelera/valerio-lundini-il-mansplaining-spiegato-a-mia-figlia/;https://gruposmedia.com/teatro-figaro/
Kneecap;09/06/2026;Sala La Riviera;https://feverup.com/m/523684;https://salariviera.com/conciertossalariviera/
Galata;10/06/2026;Teatro Gran Vía;https://gruposmedia.com/cartelera/galata/;https://gruposmedia.com/teatro-gran-via/
Oklou;10/06/2026;Sala La Riviera;https://feverup.com/m/523688?utm_source=affiliate&utm_medium=impact&utm_campaign=523688&utm_content=6054844_CTCP%20CONSULTORES%2C%20S.L.&irclickid=Qy5Vd%3Ax5vxyKTiiV3oTsV0bTUkuzzQ2BEx8ZRo0&irgwc=1&afsrc=1;https://salariviera.com/conciertossalariviera/
Fundación Scherzo. Joven Orquesta Allegro Vivace;10/06/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/fundacion-scherzo-joven-orquesta-allegro-vivace-1;https://auditorionacional.inaem.gob.es/es/programacion
Excelentia. Gala de Zarzuela;10/06/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/excelentia-gala-de-zarzuela-6;https://auditorionacional.inaem.gob.es/es/programacion
LOS GALGOS;11/06/2026;Sala El Sol;https://salaelsol.com/eventos/losgalgos/;https://salaelsol.com/agenda/
La Fúmiga en Sound Isidro;11/06/2026;Sala La Riviera;https://dice.fm/event/py5wak-la-fmiga-en-sound-isidro-11th-jun-la-riviera-madrid-tickets;https://salariviera.com/conciertossalariviera/
CNDM. Renaud Capuçon y Guillaume Bellon;11/06/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/cndm-renaud-capucon-y-guillaume-bellon;https://auditorionacional.inaem.gob.es/es/programacion
Excelentia. La Traviata de Verdi;11/06/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/excelentia-la-traviata-de-verdi;https://auditorionacional.inaem.gob.es/es/programacion
TEO PLANELL [Sound Isidro];12/06/2026;Sala El Sol;https://salaelsol.com/eventos/bariri-sound-isidro-2/;https://salaelsol.com/agenda/
José Luis Calero. Humo...;12/06/2026;Teatro Real Carlos III de Aranjuez;https://teatroaranjuez.es/cartelera/jose-luis-calero-humorista-de-guardia/;https://teatroaranjuez.es/cartelera/
Kompromat (Vitalic & Rebeka Warrior);12/06/2026;Sala La Riviera;https://www.notikumi.com/channel/miles-away/2026/6/12/kompromat;https://salariviera.com/conciertossalariviera/
La Banda de LATE MOTIV;12/06/2026;Café Berlín;https://berlincafe.es/programa/la-banda-de-late-motiv/;https://berlincafe.es/programas/
TXETXU ALTUBE PUNTO DE FUGA TOUR 2026;12/06/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=txetxu-altube-punto-de-fuga-tour-2026;https://www.movistararena.es/calendario
VIII Festival Internacional de Guitarra de Madrid. Dúo Anaura;12/06/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/viii-festival-internacional-de-guitarra-de-madrid-duo-anaura;https://auditorionacional.inaem.gob.es/es/programacion
UAM. Cantata Criolla. Latinoamérica Sinfónica.;12/06/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/uam-cantata-criolla-latinoamerica-sinfonica;https://auditorionacional.inaem.gob.es/es/programacion
TRAVESÍA AMARTE;13/06/2026;Sala El Sol;https://salaelsol.com/eventos/travesia-amarte-2/;https://salaelsol.com/agenda/
Grupo 5;13/06/2026;Arena;https://www.palaciovistalegre.com/event/grupo-5/;https://www.palaciovistalegre.com/events/
Trascendidos - Raúl Vaquero;13/06/2026;Teatro Gran Vía;https://gruposmedia.com/cartelera/trascendidos-raul-vaquero/;https://gruposmedia.com/teatro-gran-via/
David Cepo en directo;13/06/2026;Capitol Gran Vía;https://gruposmedia.com/cartelera/david-cepo-en-directo/;https://gruposmedia.com/capitol-gran-via/
Trascendidos - Raúl Vaquero;13/06/2026;Capitol Gran Vía;https://gruposmedia.com/cartelera/trascendidos-raul-vaquero/;https://gruposmedia.com/capitol-gran-via/
Las premiadas;13/06/2026;Teatro Real Carlos III de Aranjuez;https://teatroaranjuez.es/cartelera/las-premiadas/;https://teatroaranjuez.es/cartelera/
DePol;13/06/2026;Sala La Riviera;https://www.entradas.com/artist/depol/?Affiliate=RIV;https://salariviera.com/conciertossalariviera/
Nikki García presenta Belleza y Terror;13/06/2026;Café Berlín;https://berlincafe.es/programa/nikki-garcia-presenta-belleza-y-terror/;https://berlincafe.es/programas/
AGONEY DICOTOMÍA TOUR PARTE II;13/06/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=agoney-dicotomia-tour-parte-ii;https://www.movistararena.es/calendario
VIII Festival Internacional de Guitarra de Madrid. David Russell;13/06/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/viii-festival-internacional-de-guitarra-de-madrid-david-russell;https://auditorionacional.inaem.gob.es/es/programacion
Los Morancos - Bota Antonia;14/06/2026;Capitol Gran Vía;https://gruposmedia.com/cartelera/los-morancos-bota-antonia/;https://gruposmedia.com/capitol-gran-via/
¡Pin pan pun! Peques en concierto;14/06/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/pin-pan-pun-peques-en-concierto;https://www.mataderomadrid.org/programacion
Humbe;14/06/2026;Sala La Riviera;https://www.ticketmaster.es/event/humbe-entradas/1986253146;https://salariviera.com/conciertossalariviera/
OCNE. Descubre 03;14/06/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/ocne-descubre-03-1;https://auditorionacional.inaem.gob.es/es/programacion
LUDOVICO EINAUDI;15/06/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=ludovico-einaudi;https://www.movistararena.es/calendario
Yamato - Hinotori, Las alas del Fénix;16/06/2026;Teatro Gran Vía;https://gruposmedia.com/cartelera/yamato-hinotori-las-alas-del-fenix/;https://gruposmedia.com/teatro-gran-via/
Filarmonía de Madrid. Antología de la Zarzuela;16/06/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/filarmonia-de-madrid-antologia-de-la-zarzuela-5;https://auditorionacional.inaem.gob.es/es/programacion
Orquesta Sinfónica de Madrid. Dan Ettinger;17/06/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/orquesta-sinfonica-de-madrid-dan-ettinger-1;https://auditorionacional.inaem.gob.es/es/programacion
UN PINGÜINO EN MI ASCENSOR;18/06/2026;Sala El Sol;https://salaelsol.com/eventos/un-pinguino-en-mi-ascensor-3/;https://salaelsol.com/agenda/
Impacta. Marc Minkowski y Les Musiciens du Louvre;18/06/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/impacta-marc-minkowski-y-les-musiciens-du-louvre;https://auditorionacional.inaem.gob.es/es/programacion
Ilustres ignorantes;19/06/2026;Teatro Alcázar;https://gruposmedia.com/cartelera/ilustres-ignorantes/;https://gruposmedia.com/teatro-alcazar/
Miguel Miguel ¡Acojona...;19/06/2026;Teatro Real Carlos III de Aranjuez;https://teatroaranjuez.es/cartelera/miguel-miguel-acojonado/;https://teatroaranjuez.es/cartelera/
Counterflow presenta Ezequiel Arias;19/06/2026;Café Berlín;https://berlincafe.es/programa/counterflow-presenta-ezequiel-arias/;https://berlincafe.es/programas/
LAURA Y BRENDA AMIGAS DEL CORAZÓN WORLD TOUR;19/06/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=laura-y-brenda-amigas-del-coraz-n-world-tour;https://www.movistararena.es/calendario
OCNE. Sinfónico 23;19/06/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/ocne-sinfonico-23-3;https://auditorionacional.inaem.gob.es/es/programacion
MOHAMA SAZ [Sound Isidro];20/06/2026;Sala El Sol;https://salaelsol.com/eventos/mohama-saz-sound-isidro/;https://salaelsol.com/agenda/
OneRepublic;20/06/2026;Arena;https://www.palaciovistalegre.com/event/onerepublic/;https://www.palaciovistalegre.com/events/
Show patético - Abián Díaz;20/06/2026;Teatro Fígaro;https://gruposmedia.com/cartelera/show-patetico-abian-diaz/;https://gruposmedia.com/teatro-figaro/
OCNE. Sinfónico 23;20/06/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/ocne-sinfonico-23-3;https://auditorionacional.inaem.gob.es/es/programacion
OCNE. Sinfónico 23;21/06/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/ocne-sinfonico-23-3;https://auditorionacional.inaem.gob.es/es/programacion
ORCAM. Sinfónico 9. Beethoven en la Treintena;23/06/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/orcam-sinfonico-9-beethoven-en-la-treintena;https://auditorionacional.inaem.gob.es/es/programacion
MAQUINA;24/06/2026;Café Berlín;https://berlincafe.es/programa/maquina/;https://berlincafe.es/programas/
Atlántida Chamber Orchestra. Carmina Burana;24/06/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/atlantida-chamber-orchestra-carmina-burana;https://auditorionacional.inaem.gob.es/es/programacion
Curso de Ficción Sonora. Nivel Intermedio;25/06/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/curso-de-ficcion-sonora-nivel-intermedio;https://www.mataderomadrid.org/programacion
Curso de Ficción Sonora. Nivel Iniciación;25/06/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/curso-de-ficcion-sonora-nivel-iniciacion;https://www.mataderomadrid.org/programacion
Lita Pezo & Milena Wharton;25/06/2026;Café Berlín;https://berlincafe.es/programa/lita-pezo-milena-wharton/;https://berlincafe.es/programas/
GENTE DE ZONA TOUR ESPAÑA 2026;25/06/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=gente-de-zona-tour-espa-a-2026;https://www.movistararena.es/calendario
DURO GALVÁN + EL CORRAL DE LOS QUIETOS;26/06/2026;Sala El Sol;https://salaelsol.com/eventos/duro-galvan-el-corral-de-los-quietos/;https://salaelsol.com/agenda/
OCNE. Sinfónico 24;26/06/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/ocne-sinfonico-24-3;https://auditorionacional.inaem.gob.es/es/programacion
Especial James Horner, de Film Symphony Orchestra;26/06/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/especial-james-horner-de-film-symphony-orchestra;https://auditorionacional.inaem.gob.es/es/programacion
La noche de la risa;27/06/2026;Capitol Gran Vía;https://gruposmedia.com/cartelera/la-noche-de-la-risa/;https://gruposmedia.com/capitol-gran-via/
Fran Pati - Y tú, ¿tienes pueblo?;27/06/2026;Capitol Gran Vía;https://gruposmedia.com/cartelera/fran-pati-y-tu-tienes-pueblo/;https://gruposmedia.com/capitol-gran-via/
OCNE. Sinfónico 24;27/06/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/ocne-sinfonico-24-3;https://auditorionacional.inaem.gob.es/es/programacion
Un Dios salvaje;28/06/2026;Teatro Alcázar;https://gruposmedia.com/cartelera/un-dios-salvaje/;https://gruposmedia.com/teatro-alcazar/
Un matrimonio sin filtros;28/06/2026;Teatro Maravillas;https://gruposmedia.com/cartelera/un-matrimonio-sin-filtros/;https://gruposmedia.com/teatro-maravillas/
Victoria;28/06/2026;Teatro Fígaro;https://gruposmedia.com/cartelera/victoria/;https://gruposmedia.com/teatro-figaro/
OCNE. Sinfónico 24;28/06/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/ocne-sinfonico-24-3;https://auditorionacional.inaem.gob.es/es/programacion
Bailemos - Coro de hombres gays de Madrid;29/06/2026;Teatro Fígaro;https://gruposmedia.com/cartelera/bailemos-coro-de-hombres-gays-de-madrid/;https://gruposmedia.com/teatro-figaro/
El lago de los cisnes - Ballet Clásico Internacional;30/06/2026;Teatro Gran Vía;https://gruposmedia.com/cartelera/el-lago-de-los-cisnes-ballet-clasico-internacional/;https://gruposmedia.com/teatro-gran-via/
CUARTETO DE NOS TOUR PUERTAS EUROPA 2026;30/06/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=cuarteto-de-nos-tour-puertas-europa-2026;https://www.movistararena.es/calendario
Excelentia. DJ Symphonic & Royal Film Concert Orchestra;30/06/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/excelentia-dj-symphonic-royal-film-concert-orchestra-1;https://auditorionacional.inaem.gob.es/es/programacion
Estrenos Cineteca;01/07/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/estrenos-cineteca;https://www.mataderomadrid.org/programacion
LIMP BIZKIT;01/07/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=limp-bizkit;https://www.movistararena.es/calendario
Emel;02/07/2026;Café Berlín;https://berlincafe.es/programa/emel/;https://berlincafe.es/programas/
LA REINA DEL FLOW EN CONCIERTO;02/07/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=la-reina-del-flow-en-concierto;https://www.movistararena.es/calendario
Grupo Concertante Talía. Eurocanción Sinfónica;02/07/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/grupo-concertante-talia-eurocancion-sinfonica-1;https://auditorionacional.inaem.gob.es/es/programacion
OT 2025 EN CONCIERTO;03/07/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=ot-2025-en-concierto;https://www.movistararena.es/calendario
Clasictacular, de Film Symphony Orchestra;03/07/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/clasictacular-de-film-symphony-orchestra;https://auditorionacional.inaem.gob.es/es/programacion
KANY GARCÍA;05/07/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=kany-garcia;https://www.movistararena.es/calendario
ORCAM. Sinfónico 10. Sinfonías Singulares;07/07/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/orcam-sinfonico-10-sinfonias-singulares;https://auditorionacional.inaem.gob.es/es/programacion
GRUPO FRONTERA TRISTE PERO BIEN C*BRON TOUR 2026;09/07/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=grupo-frontera-triste-pero-bien-c-bron-tour-2026;https://www.movistararena.es/calendario
CHAYANNE BAILEMOS OTRA VEZ 2026;12/07/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=chayanne-bailemos-otra-vez-2026;https://www.movistararena.es/calendario
Jamming Sessions;18/07/2026;Teatro Maravillas;https://gruposmedia.com/cartelera/jamming-sessions/;https://gruposmedia.com/teatro-maravillas/
SILVESTRE DANGOND EL BAILE DE TODOS;18/07/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=silvestre-dangond-el-baile-de-todos;https://www.movistararena.es/calendario
Eva Ayllón;23/07/2026;Sala BlackBox;https://www.palaciovistalegre.com/event/eva-ayllon/;https://www.palaciovistalegre.com/events/
Franco Escamilla  “1995”;24/07/2026;Arena;https://www.palaciovistalegre.com/event/franco-escamilla-1995/;https://www.palaciovistalegre.com/events/
Perú Salsa All Star;25/07/2026;Arena;https://www.palaciovistalegre.com/event/peru-salsa-all-star/;https://www.palaciovistalegre.com/events/
HERNAN JACINTO TRIO presenta «GARDEL»;30/07/2026;Café Berlín;https://berlincafe.es/programa/hernan-jacinto-trio-presenta-gardel/;https://berlincafe.es/programas/
COMUNIDAD DE MADRID PREMIER PÁDEL P1 BY OYSHO;01/09/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=comunidad-de-madrid-premier-padel-p1-by-oysho;https://www.movistararena.es/calendario
COMUNIDAD DE MADRID PREMIER PÁDEL P1 BY OYSHO;02/09/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=comunidad-de-madrid-premier-padel-p1-by-oysho;https://www.movistararena.es/calendario
COMUNIDAD DE MADRID PREMIER PÁDEL P1 BY OYSHO;03/09/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=comunidad-de-madrid-premier-padel-p1-by-oysho;https://www.movistararena.es/calendario
COMUNIDAD DE MADRID PREMIER PÁDEL P1 BY OYSHO;04/09/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=comunidad-de-madrid-premier-padel-p1-by-oysho;https://www.movistararena.es/calendario
COMUNIDAD DE MADRID PREMIER PÁDEL P1 BY OYSHO;05/09/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=comunidad-de-madrid-premier-padel-p1-by-oysho;https://www.movistararena.es/calendario
COMUNIDAD DE MADRID PREMIER PÁDEL P1 BY OYSHO;06/09/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=comunidad-de-madrid-premier-padel-p1-by-oysho;https://www.movistararena.es/calendario
LEIVA FIN DE GIRA TOUR GIGANTE;08/09/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=leiva-fin-de-gira-tour-gigante;https://www.movistararena.es/calendario
LEIVA FIN DE GIRA TOUR GIGANTE;09/09/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=leiva-fin-de-gira-tour-gigante;https://www.movistararena.es/calendario
The Neighbourhood;10/09/2026;Arena;https://www.palaciovistalegre.com/event/the-neighbourhood/;https://www.palaciovistalegre.com/events/
AITANA CUARTO AZUL WORLD TOUR;11/09/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=aitana-cuarto-azul-world-tour;https://www.movistararena.es/calendario
SIX el Musical;12/09/2026;Teatro Gran Vía;https://gruposmedia.com/cartelera/six-el-musical/;https://gruposmedia.com/teatro-gran-via/
AITANA CUARTO AZUL WORLD TOUR;12/09/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=aitana-cuarto-azul-world-tour;https://www.movistararena.es/calendario
THE BLACK KEYS PEACHES ´N KREAM WORLD TOUR 2026;13/09/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=the-black-keys-peaches-n-kream-world-tour-2026;https://www.movistararena.es/calendario
AITANA CUARTO AZUL WORLD TOUR;14/09/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=aitana-cuarto-azul-world-tour;https://www.movistararena.es/calendario
Gloria Fuertes (hoy);15/09/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/gloria-fuertes-hoy;https://www.mataderomadrid.org/programacion
AITANA CUARTO AZUL WORLD TOUR;15/09/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=aitana-cuarto-azul-world-tour;https://www.movistararena.es/calendario
CA7RIEL & PACO AMOROSO FREE SPIRITS WORLD TOUR;17/09/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=ca7riel-y-paco-amoroso-free-spirits-world-tour;https://www.movistararena.es/calendario
KAZE;18/09/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=kaze;https://www.movistararena.es/calendario
La Yegros – IBEROEXPERIA SESSIONS;19/09/2026;Teatro Eslava;https://teatroeslava.com/conciertos/la-yegros-iberoexperia-sessions/;https://teatroeslava.com/conciertos-madrid/
ANTONIO OROZCO LA GIRA DE TU VIDA;19/09/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=antonio-orozco-la-gira-de-tu-vida;https://www.movistararena.es/calendario
WHITE DENIM;20/09/2026;Sala El Sol;https://salaelsol.com/eventos/white-denim/;https://salaelsol.com/agenda/
IVÁN FERREIRO HOY X AYER;20/09/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=iv-n-ferreiro-hoy-x-ayer;https://www.movistararena.es/calendario
LA OREJA DE VAN GOGH TANTAS COSAS QUE CONTAR TOUR 2026;22/09/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=la-oreja-de-van-gogh-tantas-cosas-que-contar-tour-2026;https://www.movistararena.es/calendario
LA OREJA DE VAN GOGH TANTAS COSAS QUE CONTAR TOUR 2026;23/09/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=la-oreja-de-van-gogh-tantas-cosas-que-contar-tour-2026;https://www.movistararena.es/calendario
SODA STEREO ECOS;24/09/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=soda-stereo-ecos;https://www.movistararena.es/calendario
JORGE DREXLER GIRA NUEVO DISCO 2026;26/09/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=jorge-drexler-gira-nuevo-disco-2026;https://www.movistararena.es/calendario
MARISOL MUCHA NIÑA MONA PERO NINGUNA SOLA;26/09/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=marisol-mucha-ni-a-mona-pero-ninguna-sola;https://www.movistararena.es/calendario
El Brujo - La segunda venida de Cristo;27/09/2026;Teatro Alcázar;https://gruposmedia.com/cartelera/el-brujo-la-segunda-venida-de-cristo/;https://gruposmedia.com/teatro-alcazar/
RAWAYANA ¿DÓNDE ES EL AFTER? WORLD TOUR;28/09/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=rawayana-donde-es-el-after-world-tour;https://www.movistararena.es/calendario
LEIVA FIN DE GIRA TOUR GIGANTE;29/09/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=leiva-fin-de-gira-tour-gigante;https://www.movistararena.es/calendario
Los Amados;30/09/2026;Pequeño Teatro Gran Vía;https://gruposmedia.com/cartelera/los-amados/;https://gruposmedia.com/pequeno-teatro-gran-via/
LEIVA FIN DE GIRA TOUR GIGANTE;30/09/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=leiva-fin-de-gira-tour-gigante;https://www.movistararena.es/calendario
PLACEBO 30 TH ANNIVERSARY TOUR;01/10/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=placebo-30-th-anniversary-tour;https://www.movistararena.es/calendario
Evanescence;02/10/2026;Arena;https://www.palaciovistalegre.com/event/evanescence-2026/;https://www.palaciovistalegre.com/events/
Red Zone «A King Crimson Homage»;02/10/2026;Café Berlín;https://berlincafe.es/programa/red-zone-a-king-crimson-homage/;https://berlincafe.es/programas/
GUITARRICADELAFUENTE SPANISH LEATHER CLOSING CHAPTER;02/10/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=guitarricadelafuente-spanish-leather-closing-chapter;https://www.movistararena.es/calendario
LAS NOVIAS + SERCH.;03/10/2026;Sala El Sol;https://salaelsol.com/eventos/las-novias-serch/;https://salaelsol.com/agenda/
BIG BIG TRAIN THE WOODCUT & OTHER STORIES TOUR;06/10/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=big-big-train-the-woodcut-y-other-stories-tour;https://www.movistararena.es/calendario
DANI FERNÁNDEZ LA INSURRECCIÓN;09/10/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=dani-fern-ndez-la-insurrecci-n;https://www.movistararena.es/calendario
Sobrezero;10/10/2026;Teatro Eslava;https://teatroeslava.com/conciertos/sobrezero/;https://teatroeslava.com/conciertos-madrid/
Tertawa - Delivery de humor;10/10/2026;Teatro Gran Vía;https://gruposmedia.com/cartelera/tertawa-delivery-de-humor/;https://gruposmedia.com/teatro-gran-via/
GALVÁN REAL 10 AÑOS CONTIGO;10/10/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=galvan-real-10-anos-contigo;https://www.movistararena.es/calendario
El Brujo - Autobiografía de un Yogui;12/10/2026;Teatro Alcázar;https://gruposmedia.com/cartelera/el-brujo-autobiografia-de-un-yogui/;https://gruposmedia.com/teatro-alcazar/
GOD SAVE THE QUEEN 2026;12/10/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=god-save-the-queen-2026;https://www.movistararena.es/calendario
RICARDO MONTANER EL ÚLTIMO REGRESO;13/10/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=ricardo-montaner-el-ultimo-regreso;https://www.movistararena.es/calendario
Jan Uve Presenta · Encuentro de Piano y Paz Interior;15/10/2026;Café Berlín;https://berlincafe.es/programa/jan-uve-presenta-%c2%b7-encuentro-de-piano-y-paz-interior/;https://berlincafe.es/programas/
DANI FERNÁNDEZ LA INSURRECCIÓN;16/10/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=dani-fern-ndez-la-insurrecci-n;https://www.movistararena.es/calendario
DANI FERNÁNDEZ LA INSURRECCIÓN;17/10/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=dani-fern-ndez-la-insurrecci-n;https://www.movistararena.es/calendario
RUTH BLACKSHEEP TOUR 2026;17/10/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=ruth-blacksheep-tour-2026;https://www.movistararena.es/calendario
GUTALAX;18/10/2026;Sala El Sol;https://salaelsol.com/eventos/gutalax-2/;https://salaelsol.com/agenda/
DEEP PURPLE;20/10/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=deep-purple;https://www.movistararena.es/calendario
TRUENO 2026;21/10/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=trueno-2026;https://www.movistararena.es/calendario
RAMONCÍN TOUR CELEBRACIÓN 50/70;22/10/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=ramonc-n-tour-celebraci-n-50-70;https://www.movistararena.es/calendario
DANI FERNÁNDEZ LA INSURRECCIÓN;23/10/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=dani-fern-ndez-la-insurrecci-n;https://www.movistararena.es/calendario
ONE LOVE: Tributo a Bob Marley – 10 AÑOS;24/10/2026;Café Berlín;https://berlincafe.es/programa/one-love-tributo-a-bob-marley-10-anos/;https://berlincafe.es/programas/
ZENO & THE STOICS 20 ANIVERSARIO;24/10/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=zeno-y-the-stoics-20-aniversario;https://www.movistararena.es/calendario
JUNGLE;26/10/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=jungle;https://www.movistararena.es/calendario
Simple Plan «Bigger Than You Think! Europe Tour 2026»;27/10/2026;Arena;https://www.palaciovistalegre.com/event/simple-plan-bigger-than-you-think-europe-tour-2026/;https://www.palaciovistalegre.com/events/
MORAT YEM WORLD TOUR;27/10/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=morat-yem-world-tour;https://www.movistararena.es/calendario
MORAT YEM WORLD TOUR;28/10/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=morat-yem-world-tour;https://www.movistararena.es/calendario
MORAT YEM WORLD TOUR;30/10/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=morat-yem-world-tour;https://www.movistararena.es/calendario
John Pollón – La Gira Láctea – Tour 2026;31/10/2026;Arena;https://www.palaciovistalegre.com/event/john-pollon-la-gira-lactea-tour-2026/;https://www.palaciovistalegre.com/events/
La gran aventura de el Pollo Pepe;31/10/2026;Teatro Gran Vía;https://gruposmedia.com/cartelera/la-gran-aventura-de-el-pollo-pepe/;https://gruposmedia.com/teatro-gran-via/
MORAT YEM WORLD TOUR;31/10/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=morat-yem-world-tour;https://www.movistararena.es/calendario
Pica Pica – Operación Halloween;01/11/2026;Capitol Gran Vía;https://gruposmedia.com/cartelera/pica-pica-operacion-halloween/;https://gruposmedia.com/capitol-gran-via/
