TITULO EVENTO;FECHA;LUGAR;URL EVENTO;FUENTE
Escuela de espectadores Sénior;01/09/2025;Matadero Madrid;https://www.mataderomadrid.org/programacion/escuela-de-espectadores-senior-0;https://www.mataderomadrid.org/programacion
PROGRAMAS PARA COLEGIOS ESO, BACHILLERATO Y FP;01/09/2025;Matadero Madrid;https://www.mataderomadrid.org/programacion/programas-para-colegios-eso-bachillerato-y-fp;https://www.mataderomadrid.org/programacion
Detectives de la lectura;01/09/2025;Matadero Madrid;https://www.mataderomadrid.org/programacion/detectives-de-la-lectura;https://www.mataderomadrid.org/programacion
DecirSioNo;01/09/2025;Matadero Madrid;https://www.mataderomadrid.org/programacion/decirsiono;https://www.mataderomadrid.org/programacion
Spasticus Artisticus;01/01/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/spasticus-artisticus-0;https://www.mataderomadrid.org/programacion
La Tullida Gallery, un Proyecto de Costa Badía, residente de arte y educación;21/01/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/la-tullida-gallery-un-proyecto-de-costa-badia-residente-de-arte-y-educacion;https://www.mataderomadrid.org/programacion
Exposición 'El cómic belga';11/03/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/exposicion-el-comic-belga;https://www.mataderomadrid.org/programacion
Libros a la calle para los pequeños y jóvenes lectores;19/03/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/libros-la-calle-para-los-pequenos-y-jovenes-lectores;https://www.mataderomadrid.org/programacion
Elena Rose (Segunda fecha);06/04/2026;Sala La Riviera;https://feverup.com/m/570630;https://salariviera.com/conciertossalariviera/
LAURA PAUSINI YO CANTO WORLD TOUR 2026;06/04/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=laura-pausini-yo-canto-world-tour-2026;https://www.movistararena.es/calendario
Sesión de cortometrajes I - Flamenco García Lorca;07/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/sesion-de-cortometrajes-i-flamenco-garcia-lorca;https://www.mataderomadrid.org/programacion
Elena Rose (Sold Out);07/04/2026;Sala La Riviera;https://salariviera.com/event/elena-rose/;https://salariviera.com/conciertossalariviera/
TAME IMPALA DEADBEAT;07/04/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=tame-impala-deadbeat;https://www.movistararena.es/calendario
Fundación Scherzo. Eva Gevorgyan;07/04/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/fundacion-scherzo-eva-gevorgyan-1;https://auditorionacional.inaem.gob.es/es/programacion
OCNE. Satélite 15. Prisma Francés – Monográfico sobre Francis Poulenc;07/04/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/ocne-satelite-15-prisma-frances-2013-monografico-sobre-francis-poulenc;https://auditorionacional.inaem.gob.es/es/programacion
Sesión de cortometrajes II - Flamenco García Lorca;08/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/sesion-de-cortometrajes-ii-flamenco-garcia-lorca;https://www.mataderomadrid.org/programacion
Las amistades peligrosas;08/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/las-amistades-peligrosas-0;https://www.mataderomadrid.org/programacion
SESIÓN CONTÍNUA: COTILLEOS;08/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/sesion-continua-cotilleos;https://www.mataderomadrid.org/programacion
Marquitos (fka ODDLIQUOR);08/04/2026;Sala La Riviera;https://feverup.com/m/274902;https://salariviera.com/conciertossalariviera/
7 x Medio;08/04/2026;Café Berlín;https://berlincafe.es/programa/7-x-medio/;https://berlincafe.es/programas/
Les Concerts du Lac. Eva Oertle & Vesselin Stanev;08/04/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/les-concerts-du-lac-eva-oertle-vesselin-stanev-1;https://auditorionacional.inaem.gob.es/es/programacion
Excelentia. Eroica de Beethoven;08/04/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/excelentia-violin-sibelius-2018eroica2019-beethoven;https://auditorionacional.inaem.gob.es/es/programacion
LA MILAGROSA;09/04/2026;Sala But;https://ochoymedioclub.com/conciertos/vvv-trippin-you/?srsltid=AfmBOop9Jp_mAsQIGryhKuqv4bBexGULnrD24QX96-ioHUL4mZEV4YMV;https://www.salabut.es/agenda-conciertos/
CALEQUI Y LAS PANTERAS [SOLD OUT];09/04/2026;Sala El Sol;https://salaelsol.com/eventos/calequi-y-las-panteras-sold-out/;https://salaelsol.com/agenda/
Sesión de cortometrajes III - Flamenco García Lorca;09/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/sesion-de-cortometrajes-iii-flamenco-garcia-lorca;https://www.mataderomadrid.org/programacion
Crueles intenciones;09/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/crueles-intenciones;https://www.mataderomadrid.org/programacion
Danish Dance Theatre Company | Marina Mascarell;09/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/danish-dance-theatre-company-marina-mascarell;https://www.mataderomadrid.org/programacion
Soziedad Alkoholika;09/04/2026;Sala La Riviera;https://dice.fm/event/v3gv2v-soziedad-alkoholika-en-sound-isidro-9th-apr-la-riviera-madrid-tickets;https://salariviera.com/conciertossalariviera/
BGP Trío – “Reencuentro y celebración”;09/04/2026;Café Berlín;https://berlincafe.es/programa/bgp-trio-reencuentro-y-celebracion/;https://berlincafe.es/programas/
camoufly en microdosis;09/04/2026;Café Berlín;https://berlincafe.es/programa/camoufly-en-microdosis/;https://berlincafe.es/programas/
CLASSY MADRID;09/04/2026;Café Berlín;https://berlincafe.es/programa/classy-madrid/;https://berlincafe.es/programas/
RALY A0 TOUR 2026;09/04/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=raly-a0-tour-2026;https://www.movistararena.es/calendario
CNDM y La Filarmónica. Cuarteto Casals /Shostakóvich 5;09/04/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/la-filarmonica-cuarteto-casals-shostakovich-5;https://auditorionacional.inaem.gob.es/es/programacion
Maelicum Conciertos. Sergej Krylov. Lithuanian Chamber Orchestra;09/04/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/maelicum-conciertos-sergej-krylov-lithuanian-chamber-orchestra;https://auditorionacional.inaem.gob.es/es/programacion
Canteca de Macao;10/04/2026;Teatro Eslava;https://teatroeslava.com/conciertos/canteca-de-macao/;https://teatroeslava.com/conciertos-madrid/
LA PERRA BLANCO;10/04/2026;Sala But;https://dice.fm/event/q28gpy-metrika-en-mazo-segunda-fecha-12th-feb-sala-but-madrid-tickets?lng=es;https://www.salabut.es/agenda-conciertos/
MAD BILLIES + RUMBOS;10/04/2026;Sala El Sol;https://salaelsol.com/eventos/mad-billies-rumbos/;https://salaelsol.com/agenda/
Demon Slayer – Kimetsu no Yaiba;10/04/2026;Arena;https://www.palaciovistalegre.com/event/demon-slayer-kimetsu-no-yaiba/;https://www.palaciovistalegre.com/events/
Tremenda, un show de Petite Lorena;10/04/2026;Teatro Alcázar;https://gruposmedia.com/cartelera/tremenda-un-show-de-petite-lorena/;https://gruposmedia.com/teatro-alcazar/
Show patético - Abián ...;10/04/2026;Teatro Real Carlos III de Aranjuez;https://teatroaranjuez.es/cartelera/show-patetico-abian-diaz/;https://teatroaranjuez.es/cartelera/
Encuentro con Íñigo Rubio;10/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/encuentro-con-inigo-rubio;https://www.mataderomadrid.org/programacion
Duende y misterio del flamenco;10/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/duende-y-misterio-del-flamenco;https://www.mataderomadrid.org/programacion
Tratado de invisibilidad;10/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/tratado-de-invisibilidad;https://www.mataderomadrid.org/programacion
Prophecy: The Madame Blavatsky Legend;10/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/prophecy-madame-blavatsky-legend;https://www.mataderomadrid.org/programacion
Mercedes Cañas;10/04/2026;Sala La Riviera;https://mutick.com/e/entradas-mercedes-canas-madrid;https://salariviera.com/conciertossalariviera/
«Sinhá con Canela» – Javier Colina, Albert Sanz y Carme Canela;10/04/2026;Café Berlín;https://berlincafe.es/programa/sinha-con-canela-javier-colina-albert-sanz-y-carme-canela/;https://berlincafe.es/programas/
Oscar Dudamel y su Orquesta;10/04/2026;Café Berlín;https://berlincafe.es/programa/un-domingo-de-salsa-en-cafe-berlin/;https://berlincafe.es/programas/
El Cuerpo del Disco. Yayo & Eloi;10/04/2026;Café Berlín;https://berlincafe.es/programa/el-cuerpo-del-disco-yayo-eloi-25/;https://berlincafe.es/programas/
LOS40 PRIMAVERA POP 2026;10/04/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=los40-primavera-pop-2026;https://www.movistararena.es/calendario
EZIO OLIVA EN CONCIERTO 2026;10/04/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=ezio-oliva-en-concierto-2026;https://www.movistararena.es/calendario
OCNE. Sinfónico 17;10/04/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/ocne-sinfonico-17-3;https://auditorionacional.inaem.gob.es/es/programacion
CNDM. Mario Brunello;10/04/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/cndm-mario-brunello;https://auditorionacional.inaem.gob.es/es/programacion
Film Symphony Orchestra. Wanted;10/04/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/film-symphony-orchestra-wanted;https://auditorionacional.inaem.gob.es/es/programacion
EZPALAK + LEIHOTIKAN;11/04/2026;Sala El Sol;https://salaelsol.com/eventos/ezpalak-leihotikan/;https://salaelsol.com/agenda/
El casting;11/04/2026;Pequeño Teatro Gran Vía;https://gruposmedia.com/cartelera/el-casting/;https://gruposmedia.com/pequeno-teatro-gran-via/
Arigato;11/04/2026;Teatro Real Carlos III de Aranjuez;https://teatroaranjuez.es/cartelera/arigato/;https://teatroaranjuez.es/cartelera/
CICLO DE CINE 'FLAMENCO GARCÍA LORCA';11/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/ciclo-de-cine-flamenco-garcia-lorca;https://www.mataderomadrid.org/programacion
Editatona 'Guardianas de la verdad', con Leticia García Otero;11/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/editatona-guardianas-de-la-verdad-con-leticia-garcia-otero;https://www.mataderomadrid.org/programacion
Pasito a paso;11/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/pasito-paso;https://www.mataderomadrid.org/programacion
Cuentos ambulantes;11/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/cuentos-ambulantes;https://www.mataderomadrid.org/programacion
Your Father Was Born 100 Years Old, and So Was the Nakba + Children of Shatilla;11/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/your-father-was-born-100-years-old-and-so-was-nakba-children-shatilla;https://www.mataderomadrid.org/programacion
Duende;11/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/duende;https://www.mataderomadrid.org/programacion
ABECEANDO;11/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/abeceando;https://www.mataderomadrid.org/programacion
Con amor al odio;11/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/con-amor-al-odio;https://www.mataderomadrid.org/programacion
La chica zurda;11/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/la-chica-zurda;https://www.mataderomadrid.org/programacion
Rufus T. Firefly;11/04/2026;Sala La Riviera;https://www.entradas.com/event/rufus-t-firefly-gira-2025-sala-la-riviera-20644716/?Affiliate=RIV;https://salariviera.com/conciertossalariviera/
Luis Prado full band;11/04/2026;Café Berlín;https://berlincafe.es/programa/luis-prado-full-band/;https://berlincafe.es/programas/
MICROMAMBO;11/04/2026;Café Berlín;https://berlincafe.es/programa/micromambo-3/;https://berlincafe.es/programas/
Foie Gras + Le Nomad + Gaspar & Elena;11/04/2026;Café Berlín;https://berlincafe.es/programa/foie-gras-le-nomad-gaspar-elena/;https://berlincafe.es/programas/
BAD GYAL TOUR 2026;11/04/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=bad-gyal-tour-2026;https://www.movistararena.es/calendario
ISMA ROMERO TIRA Y AFLOJA;11/04/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=isma-romero-tira-y-afloja;https://www.movistararena.es/calendario
OCNE. Sinfónico 17;11/04/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/ocne-sinfonico-17-3;https://auditorionacional.inaem.gob.es/es/programacion
Excelentia. Arias de Óperas Italianas y Napolitanas;11/04/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/excelentia-napolitanas-italianas;https://auditorionacional.inaem.gob.es/es/programacion
FM + TYGERS OF PAN TANG;12/04/2026;Sala El Sol;https://salaelsol.com/eventos/fm-tygers-of-pan-tang/;https://salaelsol.com/agenda/
Los pilares de la tierra, el musical;12/04/2026;Teatro Gran Vía;https://gruposmedia.com/cartelera/los-pilares-de-la-tierra-el-musical/;https://gruposmedia.com/teatro-gran-via/
La viuda alegre;12/04/2026;Teatro Real Carlos III de Aranjuez;https://teatroaranjuez.es/cartelera/la-viuda-alegre/;https://teatroaranjuez.es/cartelera/
El mago de Oz;12/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/el-mago-de-oz-1;https://www.mataderomadrid.org/programacion
Caras Locas: ¡Haz que tus dibujos hablen!;12/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/caras-locas-haz-que-tus-dibujos-hablen;https://www.mataderomadrid.org/programacion
Reboxing Colectiva;12/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/reboxing-colectiva;https://www.mataderomadrid.org/programacion
Mafalda Cardenal;12/04/2026;Sala La Riviera;https://tickets.intromusica.com/mafaldacardenal/es/comprarEvento?idEvento=15018;https://salariviera.com/conciertossalariviera/
LA ARGENTA Orquesta típica de Tango – Milonga;12/04/2026;Café Berlín;https://berlincafe.es/programa/la-argenta-orquesta-tipica-de-tango-milonga-12/;https://berlincafe.es/programas/
PODCAST, EL PODCAST LA SALA COMEDIA BY DOMINO´S;12/04/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=podcast-el-podcast-la-sala-comedia-by-domino-s;https://www.movistararena.es/calendario
BAD GYAL TOUR 2026;12/04/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=bad-gyal-tour-2026;https://www.movistararena.es/calendario
OCNE. Sinfónico 17;12/04/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/ocne-sinfonico-17-3;https://auditorionacional.inaem.gob.es/es/programacion
Orquesta Camerata Musicalis. Mucho Más que un Concierto. Un Paseo por la Ópera. Marta Heras;12/04/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/orquesta-camerata-musicalis-mucho-mas-que-un-concierto-un-paseo-por-la-opera-marta-heras;https://auditorionacional.inaem.gob.es/es/programacion
Grupo Concertante Talía. Mundos Fantásticos;12/04/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/grupo-concertante-talia-mundos-fantasticos-1;https://auditorionacional.inaem.gob.es/es/programacion
LOUIS TOMLINSON HOW DID WE GET HERE? WORLD TOUR 2026;13/04/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=louis-tomlinson-how-did-we-get-here-world-tour-2026;https://www.movistararena.es/calendario
OCNE. Satélite 02. Entre Novelas y Poemas;13/04/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/ocne-satelite-02-entre-novelas-y-poemas;https://auditorionacional.inaem.gob.es/es/programacion
LORD OF THE LOST;14/04/2026;Sala But;https://dice.fm/event/yokldp-metrika-en-mazo-13th-feb-sala-but-madrid-tickets?lng=es;https://www.salabut.es/agenda-conciertos/
LEO MIDDEA - SOLD OUT;14/04/2026;Sala El Sol;https://salaelsol.com/eventos/leo-middea/;https://salaelsol.com/agenda/
Así se baila el tango - La Porteña Tango;14/04/2026;Teatro Alcázar;https://gruposmedia.com/cartelera/asi-se-baila-el-tango-la-portena-tango/;https://gruposmedia.com/teatro-alcazar/
The Garden;14/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/garden;https://www.mataderomadrid.org/programacion
Riddles of the Sphinx;14/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/riddles-sphinx-0;https://www.mataderomadrid.org/programacion
FESTIVAL BIOPHEST;14/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/festival-biophest;https://www.mataderomadrid.org/programacion
TEORÍA Y PRAXIS;14/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/teoria-y-praxis;https://www.mataderomadrid.org/programacion
LOS GANDULES LA SALA COMEDIA BY DOMINO´S;14/04/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=los-gandules-la-sala-comedia-by-dominos;https://www.movistararena.es/calendario
BAD GYAL TOUR 2026;14/04/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=bad-gyal-tour-2026;https://www.movistararena.es/calendario
CNDM. Magdalena Kožená, Azul Lima;14/04/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/cndm-magdalena-kozena-daniele-caminiti;https://auditorionacional.inaem.gob.es/es/programacion
MALA FAMA;15/04/2026;Sala But;https://ochoymedioclub.com/conciertos/las-petunias/?srsltid=AfmBOorEqous4ACLu_p_n16YhkL1nv6bXq1aEkG2CzM0mxfnrKQZL8IJ;https://www.salabut.es/agenda-conciertos/
21:00h - 23.30h;15/04/2026;Sala El Sol;https://salaelsol.com/agenda/;https://salaelsol.com/agenda/
The Secret Life of Plants;15/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/secret-life-plants;https://www.mataderomadrid.org/programacion
Red Army/PFLP: Declaration of World War;15/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/red-armypflp-declaration-world-war;https://www.mataderomadrid.org/programacion
Tarchi;15/04/2026;Sala La Riviera;https://dice.fm/event/2weyb6-tarchi-15th-apr-la-riviera-madrid-tickets;https://salariviera.com/conciertossalariviera/
FAVIO POSCA «Transensual»;15/04/2026;Café Berlín;https://berlincafe.es/programa/favio-posca-transensual/;https://berlincafe.es/programas/
Flamenco en Familia – Diego del Morao, Agujetas Chico y Bandolero;15/04/2026;Café Berlín;https://berlincafe.es/programa/flamenco-en-familia-diego-del-morao-agujetas-chico-y-bandolero/;https://berlincafe.es/programas/
TURF EUROPE TOUR 2026;15/04/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=turf-europe-tour-2026;https://www.movistararena.es/calendario
Aires Españoles. Concierto de violín y guitarra con orquesta;15/04/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/aires-espanoles-concierto-de-violin-y-guitarra-con-orquesta;https://auditorionacional.inaem.gob.es/es/programacion
ALTIN GÜN – Bee Week;16/04/2026;Teatro Eslava;https://teatroeslava.com/conciertos/altin-gun/;https://teatroeslava.com/conciertos-madrid/
TINARIWEN;16/04/2026;Sala But;https://dice.fm/event/dk8qme-maria-arnal-27th-feb-sala-but-madrid-tickets?lng=es;https://www.salabut.es/agenda-conciertos/
BAYWAVES [Sound Isidro];16/04/2026;Sala El Sol;https://salaelsol.com/eventos/baywaves-sound-isidro/;https://salaelsol.com/agenda/
Sembradoras de vida;16/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/sembradoras-de-vida;https://www.mataderomadrid.org/programacion
Mariscal. La alegría de vivir;16/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/mariscal-la-alegria-de-vivir;https://www.mataderomadrid.org/programacion
Flamenco en París: Películas de Joaquín LLedó;16/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/flamenco-en-paris-peliculas-de-joaquin-lledo;https://www.mataderomadrid.org/programacion
Súper Zines 2026;16/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/super-zines-2026;https://www.mataderomadrid.org/programacion
SHRIZZ & THE KIDDZ a tribute to FUNKADELIC;16/04/2026;Café Berlín;https://berlincafe.es/programa/shrizz-the-kiddz-a-tribute-to-funkadelic/;https://berlincafe.es/programas/
Carey;16/04/2026;Café Berlín;https://berlincafe.es/programa/carey/;https://berlincafe.es/programas/
REAL MADRID VS. ESTRELLA ROJA BELGRADO JORNADA 38 EUROLIGA 25/26;16/04/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=real-madrid-vs-estrella-roja-belgrado-jornada-38-euroliga-25-26;https://www.movistararena.es/calendario
Filarmonía de Madrid. Carmina Burana;16/04/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/filarmonia-de-madrid-carmina-burana-3;https://auditorionacional.inaem.gob.es/es/programacion
Cobardes – Bee Week;17/04/2026;Teatro Eslava;https://teatroeslava.com/conciertos/cobardes/;https://teatroeslava.com/conciertos-madrid/
INVERFEST PUÑO DRAGÓN;17/04/2026;Sala But;https://boomticket.shop/C-R-O-en-Madrid/;https://www.salabut.es/agenda-conciertos/
KAELAN MIKLA;17/04/2026;Sala El Sol;https://salaelsol.com/eventos/kaelan-mikla/;https://salaelsol.com/agenda/
Palabras mayores - Ale...;17/04/2026;Teatro Real Carlos III de Aranjuez;https://teatroaranjuez.es/cartelera/palabras-mayores-alex-odogherty/;https://teatroaranjuez.es/cartelera/
Contactos;17/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/contactos;https://www.mataderomadrid.org/programacion
La corbata amarilla;17/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/la-corbata-amarilla;https://www.mataderomadrid.org/programacion
Sesión musical. Música para bonsáis, con Anthonius;17/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/sesion-musical-musica-para-bonsais-con-anthonius;https://www.mataderomadrid.org/programacion
INSTALACIÓN. Photosynthesis;17/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/instalacion-photosynthesis;https://www.mataderomadrid.org/programacion
Exposición de variedades de lechugas. ¿Qué cosechamos?;17/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/exposicion-de-variedades-de-lechugas-que-cosechamos;https://www.mataderomadrid.org/programacion
Qui som;17/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/qui-som;https://www.mataderomadrid.org/programacion
Arco;17/04/2026;Sala La Riviera;https://www.entradas.com/artist/arco/?affiliate=RIV;https://salariviera.com/conciertossalariviera/
SHKOON;17/04/2026;Café Berlín;https://berlincafe.es/programa/shkoon/;https://berlincafe.es/programas/
Marie Davidson en Madrid | SON Estrella Galicia – Café Berlín 360º;17/04/2026;Café Berlín;https://berlincafe.es/programa/marie-davidson-en-madrid-son-estrella-galicia-cafe-berlin-360o/;https://berlincafe.es/programas/
NEYO;17/04/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=neyo;https://www.movistararena.es/calendario
SOBREDOSIS;17/04/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=sobredosis;https://www.movistararena.es/calendario
ROCÍO SAIZ + MEGAROLLO;18/04/2026;Sala El Sol;https://salaelsol.com/eventos/rocio-saiz-megarollo/;https://salaelsol.com/agenda/
Luis Cortés;18/04/2026;Arena;https://www.palaciovistalegre.com/event/luis-cortes/;https://www.palaciovistalegre.com/events/
Cantacuentos;18/04/2026;Teatro Maravillas;https://gruposmedia.com/cartelera/cantacuentos/;https://gruposmedia.com/teatro-maravillas/
Dannusx - De cara al público;18/04/2026;Teatro Fígaro;https://gruposmedia.com/cartelera/dannusx-de-cara-al-publico/;https://gruposmedia.com/teatro-figaro/
Una noche en la Habana;18/04/2026;Teatro Real Carlos III de Aranjuez;https://teatroaranjuez.es/cartelera/una-noche-en-la-habana-2/;https://teatroaranjuez.es/cartelera/
TALLER Infantil. La Naturaleza de los Objetos;18/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/taller-infantil-la-naturaleza-de-los-objetos;https://www.mataderomadrid.org/programacion
RUTA / Cuando el río habla. Segundo movimiento.;18/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/ruta-cuando-el-rio-habla-segundo-movimiento;https://www.mataderomadrid.org/programacion
Presentación del proyecto. Custodia de variedades locales;18/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/presentacion-del-proyecto-custodia-de-variedades-locales;https://www.mataderomadrid.org/programacion
TALLER. Cultivar biofilia. Siembra y conexión con las plantas;18/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/taller-cultivar-biofilia-siembra-y-conexion-con-las-plantas;https://www.mataderomadrid.org/programacion
TALLER. Hilos de flores y sombras con bordado fotográfico;18/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/taller-hilos-de-flores-y-sombras-con-bordado-fotografico;https://www.mataderomadrid.org/programacion
RUTA / Pasear en compañía vegetal;18/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/ruta-pasear-en-compania-vegetal;https://www.mataderomadrid.org/programacion
Una tarde en el circo;18/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/una-tarde-en-el-circo;https://www.mataderomadrid.org/programacion
TALLER. Cianotipia de un herbario local;18/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/taller-cianotipia-de-un-herbario-local;https://www.mataderomadrid.org/programacion
Kontinental '25;18/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/kontinental-25-0;https://www.mataderomadrid.org/programacion
Sesión musical. Reimaginación del disco Stevie Wonder's Journey Through 'The Secret Life of Plants', con Teo Lucadamo.;18/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/sesion-musical-reimaginacion-del-disco-stevie-wonders-journey-through-secret-life;https://www.mataderomadrid.org/programacion
Piercing;18/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/piercing;https://www.mataderomadrid.org/programacion
CINE Y CIRCO 2026;18/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/cine-y-circo-2026;https://www.mataderomadrid.org/programacion
TALLERES FESTIVAL BIOPHEST 2026;18/04/2026;Matadero Madrid;https://www.mataderomadrid.org/programacion/talleres-festival-biophest-2026;https://www.mataderomadrid.org/programacion
Koma;18/04/2026;Sala La Riviera;https://www.musikaze.net/web/?menu=138&pagina=entradas&item=56336&siteID=koma1;https://salariviera.com/conciertossalariviera/
Marta Gómez – presenta «Letra y Música» | Íntimos en el Berlín;18/04/2026;Café Berlín;https://berlincafe.es/programa/marta-gomez-presenta-letra-y-musica-intimos-en-el-berlin/;https://berlincafe.es/programas/
ROJO RELATIVO por RUSSIAN RED;18/04/2026;Café Berlín;https://berlincafe.es/programa/rojo-relativo-por-russian-red-4/;https://berlincafe.es/programas/
Superlover Club: Victor Carré B2B Body-O All Night Long;18/04/2026;Café Berlín;https://berlincafe.es/programa/superlover-club-victor-carre-b2b-body-o-all-night-long/;https://berlincafe.es/programas/
FESTIVAL ELECTROLATINO;18/04/2026;Movistar Arena;https://www.movistararena.es/informacion?evento=festival-electrolatino;https://www.movistararena.es/calendario
DARK MOOR 25 ANIVERSARIO;18/04/2026;La Sala del Movistar Arena;https://www.movistararena.es/informacion?evento=dark-moor-25-aniversario;https://www.movistararena.es/calendario
Madrid Sinfónica MSDA. Grandes Sinfonías;18/04/2026;Sala de Cámara;https://auditorionacional.inaem.gob.es/es/programacion/madrid-sinfonica-msda-grandes-sinfonias;https://auditorionacional.inaem.gob.es/es/programacion
Dreamers In White, Octava Edición. Zarzuela Universal;18/04/2026;Sala Sinfónica;https://auditorionacional.inaem.gob.es/es/programacion/dreamers-in-white-octava-edicion-zarzuela-universal;https://auditorionacional.inaem.gob.es/es/programacion
